jan,ja-n
jani,ja-ni
lA,la-A
lAd,la-Ad
alA,ala-A
alAd,ala-Ad
tA,ta-A
tAk,ta-Ak
atA,ata-A
atAk,ata-Ak
ag,a-g
aga,a-ga
pag,pa-g
paga,pa-ga
ar,a-r
arA,a-rA
rar,ra-r
rarA,ra-rA
ip,i-p
ipr,i-pr
Sip,Si-p
Sipr,Si-pr
rAp,ra-ap
rApa,ra-apa
arAp,ara-ap
arApa,ara-apa
as,a-s
asa,a-sa
Tas,Ta-s
Tasa,Ta-sa
ah,a-h
ahA,a-hA
tah,ta-h
tahA,ta-hA
ven,va-in
vend,va-ind
aven,ava-in
avend,ava-ind
am,a-m
amA,a-mA
jam,ja-m
jamA,ja-mA
KAp,Ka-ap
KApa,Ka-apa
HKAp,HKa-ap
HKApa,HKa-apa
ah,a-h
ahI,a-hI
rah,ra-h
rahI,ra-hI
roc,ra-uc
rocc,ra-ucc
troc,tra-uc
trocc,tra-ucc
ab,a-b
aba,a-ba
Dab,Da-b
Daba,Da-ba
uD,u-D
uDA,u-DA
tuD,tu-D
tuDA,tu-DA
ap,a-p
apA,a-pA
map,ma-p
mapA,ma-pA
ah,a-h
aha,a-ha
vah,va-h
vaha,va-ha
as,a-s
asA,a-sA
vas,va-s
vasA,va-sA
kA,ka-A
kAc,ka-Ac
akA,aka-A
akAc,aka-Ac
aB,a-B
aBA,a-BA
kaB,ka-B
kaBA,ka-BA
aS,a-S
aSo,a-So
WaS,Wa-S
WaSo,Wa-So
as,a-s
asi,a-si
Tas,Ta-s
Tasi,Ta-si
lA,la-A
lAK,la-AK
AlA,Ala-A
AlAK,Ala-AK
Ak,A-k
Aka,A-ka
vAk,vA-k
vAka,vA-ka
ad,a-d
ado,a-do
Rad,Ra-d
Rado,Ra-do
yAs,ya-as
yAst,ya-ast
ayAs,aya-as
ayAst,aya-ast
ak,a-k
akA,a-kA
Rak,Ra-k
RakA,Ra-kA
ak,a-k
aku,a-ku
rak,ra-k
raku,ra-ku
av,a-v
avr,a-vr
yav,ya-v
yavr,ya-vr
am,a-m
ama,a-ma
tam,ta-m
tama,ta-ma
vAv,va-av
vAva,va-ava
rvAv,rva-av
rvAva,rva-ava
as,a-s
asi,a-si
ras,ra-s
rasi,ra-si
aB,a-B
aBf,a-Bf
taB,ta-B
taBf,ta-Bf
ak,a-k
akA,a-kA
vak,va-k
vakA,va-kA
ap,a-p
apa,a-pa
rap,ra-p
rapa,ra-pa
kA,ka-A
kAS,ka-AS
okA,oka-A
okAS,oka-AS
pAp,pa-ap
pApa,pa-apa
IpAp,Ipa-ap
IpApa,Ipa-apa
ad,a-d
adA,a-dA
mA,ma-A
mAd,ma-Ad
imA,ima-A
imAd,ima-Ad
iB,i-B
iBa,i-Ba
riB,ri-B
riBa,ri-Ba
up,u-p
upu,u-pu
yup,yu-p
yupu,yu-pu
iS,i-S
iSa,i-Sa
tiS,ti-S
tiSa,ti-Sa
acC,a-C
acCa,a-Ca
RacC,Ra-C
RacCa,Ra-Ca
ap,a-p
apu,a-pu
dap,da-p
dapu,da-pu
fv,f-v
fvr,f-vr
tfv,tf-v
tfvr,tf-vr
coB,caH-B
coBe,caH-Be
rcoB,rcaH-B
rcoBe,rcaH-Be
ar,a-r
arU,a-rU
kar,ka-r
karU,ka-rU
gAM,ga-aM
agAM,aga-aM
ac,a-c
acy,a-cy
nac,na-c
nacy,na-cy
neS,na-IS
neSv,na-ISv
aneS,ana-IS
aneSv,ana-ISv
av,a-v
avr,a-vr
vav,va-v
vavr,va-vr
at,a-t
atr,a-tr
rat,ra-t
ratr,ra-tr
as,a-s
asT,a-sT
nas,na-s
nasT,na-sT
ap,a-p
apa,a-pa
tap,ta-p
tapa,ta-pa
rAn,ra-an
rAnu,ra-anu
prAn,pra-an
prAnu,pra-anu
av,a-v
ave,a-ve
dop,da-up
dopa,da-upa
ndop,nda-up
ndopa,nda-upa
av,a-v
avi,a-vi
tav,ta-v
tavi,ta-vi
as,a-s
asA,a-sA
ras,ra-s
rasA,ra-sA
as,a-s
asa,a-sa
mas,ma-s
masa,ma-sa
ak,a-k
akA,a-kA
nak,na-k
nakA,na-kA
Ik,I-k
Ika,I-ka
RIk,RI-k
RIka,RI-ka
as,a-s
asa,a-sa
yas,ya-s
yasa,ya-sa
Ak,A-k
Akz,A-kz
jAk,jA-k
jAkz,jA-kz
As,A-s
Asv,A-sv
hAs,hA-s
hAsv,hA-sv
ucC,u-C
ucCi,u-Ci
hucC,hu-C
hucCi,hu-Ci
ap,a-p
apa,a-pa
yap,ya-p
yapa,ya-pa
ak,a-k
aka,a-ka
mak,ma-k
maka,ma-ka
ay,a-y
ayA,a-yA
vay,va-y
vayA,va-yA
at,a-t
atu,a-tu
sat,sa-t
satu,sa-tu
as,a-s
asa,a-sa
mas,ma-s
masa,ma-sa
in,i-n
ini,i-ni
tin,ti-n
tini,ti-ni
ar,a-r
arU,a-rU
Rar,Ra-r
RarU,Ra-rU
rA,ra-A
rAd,ra-Ad
drA,dra-A
drAd,dra-Ad
aS,a-S
aSI,a-SI
maS,ma-S
maSI,ma-SI
Ak,A-k
AkO,A-kO
jAk,jA-k
jAkO,jA-kO
uj,u-j
ujA,u-jA
huj,hu-j
hujA,hu-jA
aS,a-S
aSA,a-SA
DaS,Da-S
DaSA,Da-SA
ag,a-g
vag,va-g
tp,t-p
tpa,t-pa
itp,it-p
itpa,it-pa
up,u-p
upa,u-pa
Sup,Su-p
Supa,Su-pa
nA,na-A
nAd,na-Ad
anA,ana-A
anAd,ana-Ad
av,a-v
avi,a-vi
aG,a-G
aGn,a-Gn
laG,la-G
laGn,la-Gn
tk,t-k
tka,t-ka
atk,at-k
atka,at-ka
ak,a-k
akA,a-kA
vak,va-k
vakA,va-kA
av,a-v
avi,a-vi
mav,ma-v
mavi,ma-vi
tOj,ta-oj
tOja,ta-oja
itOj,ita-oj
itOja,ita-oja
ab,a-b
aba,a-ba
lab,la-b
laba,la-ba
ap,a-p
apu,a-pu
jap,ja-p
japu,ja-pu
am,a-m
ama,a-ma
tam,ta-m
tama,ta-ma
av,a-v
avf,a-vf
yav,ya-v
yavf,ya-vf
aj,a-j
ajY,a-jY
maj,ma-j
majY,ma-jY
an,a-n
ane,a-ne
han,ha-n
hane,ha-ne
om,o-m
omu,o-mu
gom,go-m
gomu,go-mu
ah,a-h
ahr,a-hr
gah,ga-h
gahr,ga-hr
ada,at-a
adap,at-ap
tada,tat-a
tadap,tat-ap
an,a-n
ani,a-ni
tan,ta-n
tani,ta-ni
as,a-s
asT,a-sT
ras,ra-s
rasT,ra-sT
ar,a-r
ara,a-ra
var,va-r
vara,va-ra
ap,a-p
apu,a-pu
jap,ja-p
japu,ja-pu
RI,Ri-I
RIS,Ri-IS
aRI,aRi-I
aRIS,aRi-IS
ad,a-d
adr,a-dr
jad,ja-d
jadr,ja-dr
am,a-m
amA,a-mA
Dam,Da-m
DamA,Da-mA
Sod,Sa-ud
Sodi,Sa-udi
eSod,eSa-ud
eSodi,eSa-udi
rAv,ra-av
rAva,ra-ava
UrAv,Ura-av
UrAva,Ura-ava
nAr,na-ar
nArd,na-ard
anAr,ana-ar
anArd,ana-ard
pAS,pa-aS
pASa,pa-aSa
lpAS,lpa-aS
lpASa,lpa-aSa
ks,k-s
kst,k-st
iks,ik-s
ikst,ik-st
acC,a-C
acCi,a-Ci
tacC,ta-C
tacCi,ta-Ci
Ap,A-p
Apr,A-pr
TAp,TA-p
TApr,TA-pr
ab,a-b
abu,a-bu
yab,ya-b
yabu,ya-bu
tAn,ta-an
tAnI,ta-anI
atAn,ata-an
atAnI,ata-anI
aj,a-j
ajY,a-jY
laj,la-j
lajY,la-jY
kAn,ka-an
kAnt,ka-ant
akAn,aka-an
akAnt,aka-ant
al,a-l
ala,a-la
nal,na-l
nala,na-la
vO,va-O
vOz,va-Oz
rvO,rva-O
rvOz,rva-Oz
as,a-s
asO,a-sO
am,a-m
amu,a-mu
vam,va-m
vamu,va-mu
av,a-v
avi,a-vi
rav,ra-v
ravi,ra-vi
RA,Ra-A
RAd,Ra-Ad
aRA,aRa-A
aRAd,aRa-Ad
urm,uH-m
urma,uH-ma
jurm,juH-m
jurma,juH-ma
zA,za-A
zAv,za-Av
kzA,kza-A
kzAv,kza-Av
av,a-v
avA,a-vA
mav,ma-v
mavA,ma-vA
urf,uH-f
turf,tuH-f
kA,ka-A
kAK,ka-AK
IkA,Ika-A
IkAK,Ika-AK
av,a-v
avA,a-vA
gav,ga-v
gavA,ga-vA
ab,a-b
aba,a-ba
vab,va-b
vaba,va-ba
al,a-l
alo,a-lo
lal,la-l
lalo,la-lo
ir,i-r
irA,i-rA
Sir,Si-r
SirA,Si-rA
an,a-n
ani,a-ni
man,ma-n
mani,ma-ni
at,a-t
ata,a-ta
jat,ja-t
jata,ja-ta
aD,a-D
aDa,a-Da
vaD,va-D
vaDa,va-Da
ak,a-k
aku,a-ku
dak,da-k
daku,da-ku
ak,a-k
aku,a-ku
kak,ka-k
kaku,ka-ku
as,a-s
asT,a-sT
was,wa-s
wasT,wa-sT
gAj,ga-aj
gAji,ga-aji
fgAj,fga-aj
fgAji,fga-aji
vA,va-A
vAy,va-Ay
rvA,rva-A
rvAy,rva-Ay
ap,a-p
apl,a-pl
rap,ra-p
rapl,ra-pl
id,i-d
idA,i-dA
tid,ti-d
tidA,ti-dA
an,a-n
ana,a-na
ran,ra-n
rana,ra-na
ar,a-r
arU,a-rU
tar,ta-r
tarU,ta-rU
am,a-m
amA,a-mA
dam,da-m
damA,da-mA
us,u-s
usi,u-si
hus,hu-s
husi,hu-si
av,a-v
ava,a-va
nav,na-v
nava,na-va
As,A-As
AsA,A-AsA
yAs,yA-As
yAsA,yA-AsA
aj,a-j
ajY,a-jY
ik,i-k
ika,i-ka
vik,vi-k
vika,vi-ka
am,a-m
amu,a-mu
lam,la-m
lamu,la-mu
aj,a-j
ajy,a-jy
raj,ra-j
rajy,ra-jy
at,a-t
ata,a-ta
Gat,Ga-t
Gata,Ga-ta
mAg,ma-ag
mAgn,ma-agn
amAg,ama-ag
amAgn,ama-agn
as,a-s
asa,a-sa
yas,ya-s
yasa,ya-sa
As,A-s
Ase,A-se
hAs,hA-s
hAse,hA-se
ak,a-k
akA,a-kA
yak,ya-k
yakA,ya-kA
tt,t-t
ttr,t-tr
att,at-t
attr,at-tr
as,a-s
asa,a-sa
vas,va-s
vasa,va-sa
Av,A-v
Ave,A-ve
hAv,hA-v
hAve,hA-ve
av,a-v
ava,a-va
Tav,Ta-v
Tava,Ta-va
aD,a-D
aDa,a-Da
raD,ra-D
raDa,ra-Da
tAp,ta-ap
tApa,ta-apa
ftAp,fta-ap
ftApa,fta-apa
am,a-m
amI,a-mI
jam,ja-m
jamI,ja-mI
ip,i-p
ipf,i-pf
tip,ti-p
tipf,ti-pf
Ak,A-k
Akr,A-kr
yAk,yA-k
yAkr,yA-kr
as,a-s
asa,a-sa
vas,va-s
vasa,va-sa
Ag,A-g
Ago,A-go
nAg,nA-g
nAgo,nA-go
as,a-s
asa,a-sa
Ras,Ra-s
Rasa,Ra-sa
ak,a-k
aku,a-ku
rak,ra-k
raku,ra-ku
as,a-s
asT,a-sT
las,la-s
lasT,la-sT
an,a-n
anA,a-nA
zan,za-n
zanA,za-nA
in,i-n
ini,i-ni
Bin,Bi-n
Bini,Bi-ni
al,a-l
alo,a-lo
Dal,Da-l
Dalo,Da-lo
av,a-v
avi,a-vi
yav,ya-v
yavi,ya-vi
ag,a-g
agu,a-gu
rag,ra-g
ragu,ra-gu
am,a-m
amA,a-mA
tam,ta-m
tamA,ta-mA
tp,t-p
tpa,t-pa
atp,at-p
atpa,at-pa
urv,uH-v
urvr,uH-vr
yurv,yuH-v
yurvr,yuH-vr
as,a-s
asT,a-sT
Tas,Ta-s
TasT,Ta-sT
up,u-p
upa,u-pa
rup,ru-p
rupa,ru-pa
hod,hA-ud
hoda,hA-uda
ahod,ahA-ud
ahoda,ahA-uda
as,a-s
asT,a-sT
has,ha-s
hasT,ha-sT
Ip,I-p
Ipu,I-pu
rIp,rI-p
rIpu,rI-pu
av,a-v
avI,a-vI
tav,ta-v
tavI,ta-vI
ap,a-p
apu,a-pu
kap,ka-p
kapu,ka-pu
aj,a-j
ajA,a-jA
Daj,Da-j
DajA,Da-jA
ak,a-k
aka,a-ka
Bak,Ba-k
Baka,Ba-ka
ac,a-c
ace,a-ce
tac,ta-c
tace,ta-ce
as,a-s
asU,a-sU
vas,va-s
vasU,va-sU
am,a-m
ama,a-ma
nam,na-m
nama,na-ma
mAS,ma-aS
mASa,ma-aSa
amAS,ama-aS
amASa,ama-aSa
ar,a-r
ara,a-ra
tar,ta-r
tara,ta-ra
am,a-m
amu,a-mu
ram,ra-m
ramu,ra-mu
ab,a-b
abo,a-bo
yab,ya-b
yabo,ya-bo
tp,t-p
tpr,t-pr
atp,at-p
atpr,at-pr
seS,sa-IS
seSv,sa-ISv
tseS,tsa-IS
tseSv,tsa-ISv
yAn,ya-an
yAnu,ya-anu
zyAn,zya-an
zyAnu,zya-anu
ah,a-h
aha,a-ha
lah,la-h
laha,la-ha
ap,a-p
apU,a-pU
wap,wa-p
wapU,wa-pU
ab,a-b
abA,a-bA
nab,na-b
nabA,na-bA
as,a-s
asU,a-sU
las,la-s
lasU,la-sU
nez,na-iz
nezw,na-izw
Anez,Ana-iz
Anezw,Ana-izw
iB,i-B
iBe,i-Be
DiB,Di-B
DiBe,Di-Be
om,o-m
oma,o-ma
gom,go-m
goma,go-ma
Ab,A-b
Aba,A-ba
yAb,yA-b
yAba,yA-ba
am,a-m
ama,a-ma
gam,ga-m
gama,ga-ma
am,a-m
ama,a-ma
ram,ra-m
rama,ra-ma
ab,a-b
aba,a-ba
Sab,Sa-b
Saba,Sa-ba
an,a-n
ane,a-ne
tan,ta-n
tane,ta-ne
mp,m-p
mpr,m-pr
amp,am-p
ampr,am-pr
as,a-s
asa,a-sa
tas,ta-s
tasa,ta-sa
seS,sa-IS
seSv,sa-ISv
tseS,tsa-IS
tseSv,tsa-ISv
as,a-s
asa,a-sa
mas,ma-s
masa,ma-sa
ak,a-k
aka,a-ka
Rak,Ra-k
Raka,Ra-ka
as,a-s
asa,a-sa
ras,ra-s
rasa,ra-sa
av,a-v
avi,a-vi
yav,ya-v
yavi,ya-vi
aS,a-S
aSr,a-Sr
raS,ra-S
raSr,ra-Sr
ac,a-c
aca,a-ca
pac,pa-c
paca,pa-ca
tAp,ta-ap
tApa,ta-apa
ftAp,fta-ap
ftApa,fta-apa
nA,na-A
nAB,na-AB
anA,ana-A
anAB,ana-AB
ad,a-d
ada,a-da
tad,ta-d
tada,ta-da
aj,a-j
gaj,ga-j
Rot,Ra-ut
Rots,Ra-uts
aRot,aRa-ut
aRots,aRa-uts
ad,a-d
ada,a-da
vad,va-d
vada,va-da
ag,a-g
agI,a-gI
mag,ma-g
magI,ma-gI
ar,a-r
ara,a-ra
car,ca-r
cara,ca-ra
am,a-m
ama,a-ma
mam,ma-m
mama,ma-ma
tk,t-k
tkA,t-kA
atk,at-k
atkA,at-kA
up,u-p
upr,u-pr
hup,hu-p
hupr,hu-pr
mAD,ma-aD
mADi,ma-aDi
rmAD,rma-aD
rmADi,rma-aDi
vot,va-ut
vots,va-uts
Ivot,Iva-ut
Ivots,Iva-uts
ac,a-c
acA,a-cA
nac,na-c
nacA,na-cA
id,i-d
idv,i-dv
Did,Di-d
Didv,Di-dv
iv,i-v
ivr,i-vr
riv,ri-v
rivr,ri-vr
an,a-n
ani,a-ni
san,sa-n
sani,sa-ni
ag,a-g
agu,a-gu
mag,ma-g
magu,ma-gu
Son,Sa-Un
aSon,aSa-Un
aB,a-B
aBI,a-BI
RaB,Ra-B
RaBI,Ra-BI
ap,a-p
apu,a-pu
map,ma-p
mapu,ma-pu
ap,a-p
api,a-pi
vap,va-p
vapi,va-pi
am,a-m
ama,a-ma
sam,sa-m
sama,sa-ma
av,a-v
avi,a-vi
lav,la-v
lavi,la-vi
ak,a-k
aka,a-ka
vak,va-k
vaka,va-ka
as,a-s
asa,a-sa
yas,ya-s
yasa,ya-sa
ac,a-c
aca,a-ca
jac,ja-c
jaca,ja-ca
ak,a-k
akz,a-kz
ac,a-c
acU,a-cU
Rac,Ra-c
RacU,Ra-cU
av,a-v
avf,a-vf
yav,ya-v
yavf,ya-vf
gAB,ga-aB
gABi,ga-aBi
NgAB,Nga-aB
NgABi,Nga-aBi
An,A-n
Ani,A-ni
yAn,yA-n
yAni,yA-ni
am,a-m
ama,a-ma
nam,na-m
nama,na-ma
ah,a-h
ahi,a-hi
ada,at-a
adag,at-ag
mada,mat-a
madag,mat-ag
aS,a-S
aSr,a-Sr
taS,ta-S
taSr,ta-Sr
ar,a-r
arU,a-rU
yar,ya-r
yarU,ya-rU
kot,ka-ut
kott,ka-utt
ekot,eka-ut
ekott,eka-utt
ij,i-j
ijA,i-jA
vij,vi-j
vijA,vi-jA
am,a-m
ama,a-ma
tam,ta-m
tama,ta-ma
adA,at-A
adAt,at-At
madA,mat-A
madAt,mat-At
nA,na-A
nAl,na-Al
anA,ana-A
anAl,ana-Al
av,a-v
ava,a-va
mav,ma-v
mava,ma-va
aD,a-D
aDA,a-DA
qaD,qa-D
qaDA,qa-DA
Nn,N-n
Nny,N-ny
ANn,AN-n
ANny,AN-ny
as,a-s
asT,a-sT
pas,pa-s
pasT,pa-sT
as,a-s
asa,a-sa
zas,za-s
zasa,za-sa
ac,a-c
ace,a-ce
av,a-v
avf,a-vf
kav,ka-v
kavf,ka-vf
as,a-s
asa,a-sa
kas,ka-s
kasa,ka-sa
ar,a-r
ara,a-ra
har,ha-r
hara,ha-ra
sAv,sa-av
sAva,sa-ava
asAv,asa-av
asAva,asa-ava
ar,a-r
arA,a-rA
yar,ya-r
yarA,ya-rA
am,a-m
amA,a-mA
tam,ta-m
tamA,ta-mA
tAn,ta-an
tAnu,ta-anu
ttAn,tta-an
ttAnu,tta-anu
ap,a-p
apr,a-pr
rap,ra-p
rapr,ra-pr
av,a-v
ava,a-va
tav,ta-v
tava,ta-va
id,i-d
idA,i-dA
mid,mi-d
midA,mi-dA
mA,ma-A
mAr,ma-Ar
amA,ama-A
amAr,ama-Ar
tA,ta-A
tAB,ta-AB
atA,ata-A
atAB,ata-AB
aj,a-j
ajY,a-jY
yaj,ya-j
yajY,ya-jY
ar,a-r
arU,a-rU
rar,ra-r
rarU,ra-rU
aS,a-S
aSA,a-SA
paS,pa-S
paSA,pa-SA
as,a-s
asa,a-sa
ras,ra-s
rasa,ra-sa
at,a-t
atA,a-tA
kat,ka-t
katA,ka-tA
ap,a-p
apa,a-pa
lap,la-p
lapa,la-pa
at,a-t
ato,a-to
lat,la-t
lato,la-to
rok,ra-uk
rokz,ra-ukz
irok,ira-uk
irokz,ira-ukz
ak,a-k
aka,a-ka
mak,ma-k
maka,ma-ka
dA,da-A
dAt,da-At
edA,eda-A
edAt,eda-At
urv,uH-v
urve,uH-ve
yurv,yuH-v
yurve,yuH-ve
aS,a-S
aSi,a-Si
taS,ta-S
taSi,ta-Si
aS,a-S
aSi,a-Si
raS,ra-S
raSi,ra-Si
ac,a-c
acA,a-cA
mac,ma-c
macA,ma-cA
aK,a-K
aKa,a-Ka
maK,ma-K
maKa,ma-Ka
ad,a-d
ada,a-da
lad,la-d
lada,la-da
us,u-s
usE,u-sE
rus,ru-s
rusE,ru-sE
ag,a-g
agA,a-gA
gag,ga-g
gagA,ga-gA
ak,a-k
aka,a-ka
Rak,Ra-k
Raka,Ra-ka
aB,a-B
aBr,a-Br
raB,ra-B
raBr,ra-Br
ag,a-g
aga,a-ga
vag,va-g
vaga,va-ga
ak,a-k
akA,a-kA
mak,ma-k
makA,ma-kA
as,a-s
asa,a-sa
mas,ma-s
masa,ma-sa
ap,a-p
apA,a-pA
uj,u-j
uja,u-ja
buj,bu-j
buja,bu-ja
rAD,ra-aD
rADi,ra-aDi
arAD,ara-aD
arADi,ara-aDi
adg,at-g
adga,at-ga
tadg,tat-g
tadga,tat-ga
ab,a-b
abu,a-bu
zab,za-b
zabu,za-bu
fnm,ft-m
fnmA,ft-mA
kfnm,kft-m
kfnmA,kft-mA
ud,u-d
uda,u-da
Dud,Du-d
Duda,Du-da
av,a-v
ava,a-va
lav,la-v
lava,la-va
at,a-t
atA,a-tA
cat,ca-t
catA,ca-tA
ih,i-h
iha,i-ha
vih,vi-h
viha,vi-ha
uv,u-v
uvi,u-vi
Guv,Gu-v
Guvi,Gu-vi
an,a-n
ani,a-ni
man,ma-n
mani,ma-ni
an,a-n
anA,a-nA
pan,pa-n
panA,pa-nA
ac,a-c
ace,a-ce
wac,wa-c
wace,wa-ce
rA,ra-A
rAk,ra-Ak
jrA,jra-A
jrAk,jra-Ak
ah,a-h
aha,a-ha
yah,ya-h
yaha,ya-ha
as,a-s
asT,a-sT
nas,na-s
nasT,na-sT
um,u-m
umA,u-mA
lum,lu-m
lumA,lu-mA
aS,a-S
aSa,a-Sa
gaS,ga-S
gaSa,ga-Sa
AD,A-D
ADa,A-Da
hAD,hA-D
hADa,hA-Da
an,a-n
ani,a-ni
tan,ta-n
tani,ta-ni
gvA,gu-A
gvAd,gu-Ad
fgvA,fgu-A
fgvAd,fgu-Ad
ap,a-p
apr,a-pr
Dap,Da-p
Dapr,Da-pr
as,a-s
asi,a-si
pas,pa-s
pasi,pa-si
Ag,A-g
Agr,A-gr
hAg,hA-g
hAgr,hA-gr
acC,a-C
acCe,a-Ce
hacC,ha-C
hacCe,ha-Ce
hor,hA-ur
hora,hA-ura
ahor,ahA-ur
ahora,ahA-ura
iv,i-v
iva,i-va
riv,ri-v
riva,ri-va
lA,la-A
lAs,la-As
alA,ala-A
alAs,ala-As
ap,a-p
apA,a-pA
tap,ta-p
tapA,ta-pA
ap,a-p
apA,a-pA
sap,sa-p
sapA,sa-pA
harz,hA-fz
harzI,hA-fzI
aharz,ahA-fz
aharzI,ahA-fzI
is,i-s
isa,i-sa
nis,ni-s
nisa,ni-sa
al,a-l
ala,a-la
kal,ka-l
kala,ka-la
as,a-s
asa,a-sa
gas,ga-s
gasa,ga-sa
ap,a-p
apu,a-pu
tap,ta-p
tapu,ta-pu
tya,ti-a
tyar,ti-ar
ptya,pti-a
ptyar,pti-ar
ar,a-r
are,a-re
tar,ta-r
tare,ta-re
as,a-s
asT,a-sT
gas,ga-s
gasT,ga-sT
as,a-s
asa,a-sa
kas,ka-s
kasa,ka-sa
ap,a-p
apf,a-pf
map,ma-p
mapf,ma-pf
as,a-s
ast,a-st
tas,ta-s
tast,ta-st
ak,a-k
aka,a-ka
tak,ta-k
taka,ta-ka
jod,ja-ud
jodB,ja-udB
ajod,aja-ud
ajodB,aja-udB
tAB,ta-aB
tABy,ta-aBy
ftAB,fta-aB
ftABy,fta-aBy
aj,a-j
ajy,a-jy
jaj,ja-j
jajy,ja-jy
pop,pa-up
popa,pa-upa
Upop,Upa-up
Upopa,Upa-upa
id,i-d
idU,i-dU
tid,ti-d
tidU,ti-dU
ap,a-p
apa,a-pa
Sap,Sa-p
Sapa,Sa-pa
ag,a-g
agr,a-gr
tag,ta-g
tagr,ta-gr
at,a-t
atr,a-tr
kat,ka-t
katr,ka-tr
pAB,pa-aB
pABy,pa-aBy
epAB,epa-aB
epABy,epa-aBy
aS,a-S
aSr,a-Sr
laS,la-S
laSr,la-Sr
tya,ti-a
tyan,ti-an
ftya,fti-a
ftyan,fti-an
RAg,Ra-ag
RAgr,Ra-agr
fRAg,fRa-ag
fRAgr,fRa-agr
ap,a-p
apu,a-pu
tap,ta-p
tapu,ta-pu
Hs,H-s
Hsa,H-sa
aHs,aH-s
aHsa,aH-sa
av,a-v
avr,a-vr
yav,ya-v
yavr,ya-vr
an,a-n
anA,a-nA
van,va-n
vanA,va-nA
as,a-s
asa,a-sa
ras,ra-s
rasa,ra-sa
aS,a-S
aSo,a-So
vaS,va-S
vaSo,va-So
uD,u-D
uDA,u-DA
yuD,yu-D
yuDA,yu-DA
ak,a-k
ake,a-ke
rak,ra-k
rake,ra-ke
aj,a-j
aja,a-ja
yaj,ya-j
yaja,ya-ja
an,a-n
ani,a-ni
nan,na-n
nani,na-ni
as,a-s
asT,a-sT
Kas,Ka-s
KasT,Ka-sT
am,a-m
ama,a-ma
yam,ya-m
yama,ya-ma
adi,at-i
adit,at-it
tadi,tat-i
tadit,tat-it
uS,u-S
uSa,u-Sa
tuS,tu-S
tuSa,tu-Sa
ay,a-y
aya,a-ya
ray,ra-y
raya,ra-ya
aS,a-S
aSa,a-Sa
ad,a-d
ado,a-do
rad,ra-d
rado,ra-do
ak,a-k
akz,a-kz
vak,va-k
vakz,va-kz
an,a-n
anA,a-nA
yan,ya-n
yanA,ya-nA
aD,a-D
aDa,a-Da
vaD,va-D
vaDa,va-Da
Ak,A-k
Aku,A-ku
RAk,RA-k
RAku,RA-ku
arz,a-fz
arza,a-fza
zarz,za-fz
zarza,za-fza
vAr,va-ar
vArT,va-arT
avAr,ava-ar
avArT,ava-arT
rAr,ra-ar
rArT,ra-arT
arAr,ara-ar
arArT,ara-arT
kok,ka-uk
kokt,ka-ukt
okok,oka-uk
okokt,oka-ukt
aS,a-S
aSl,a-Sl
naS,na-S
naSl,na-Sl
aB,a-B
laB,la-B
at,a-t
ata,a-ta
vat,va-t
vata,va-ta
RAD,Ra-aD
RADI,Ra-aDI
aRAD,aRa-aD
aRADI,aRa-aDI
as,a-s
ast,a-st
mas,ma-s
mast,ma-st
gIn,gi-in
gInd,gi-ind
ogIn,ogi-in
ogInd,ogi-ind
zeS,za-IS
uzeS,uza-IS
ag,a-g
agu,a-gu
pag,pa-g
pagu,pa-gu
arz,a-fz
arza,a-fza
tarz,ta-fz
tarza,ta-fza
uk,u-k
uka,u-ka
Duk,Du-k
Duka,Du-ka
ij,i-j
ija,i-ja
rij,ri-j
rija,ri-ja
ar,a-r
arA,a-rA
nar,na-r
narA,na-rA
ap,a-p
apa,a-pa
map,ma-p
mapa,ma-pa
As,A-s
Asv,A-sv
hAs,hA-s
hAsv,hA-sv
lAr,la-ar
lArT,la-arT
alAr,ala-ar
alArT,ala-arT
ag,a-g
aga,a-ga
rag,ra-g
raga,ra-ga
av,a-v
avi,a-vi
sav,sa-v
savi,sa-vi
tod,ta-ud
todD,ta-udD
Atod,Ata-ud
AtodD,Ata-udD
mot,ma-ut
mott,ma-utt
amot,ama-ut
amott,ama-utt
ib,i-b
iba,i-ba
nib,ni-b
niba,ni-ba
aB,a-B
aBI,a-BI
maB,ma-B
maBI,ma-BI
ROz,Ra-oz
ROza,Ra-oza
fROz,fRa-oz
fROza,fRa-oza
am,a-m
ama,a-ma
wam,wa-m
wama,wa-ma
av,a-v
avA,a-vA
tav,ta-v
tavA,ta-vA
ap,a-p
apo,a-po
jap,ja-p
japo,ja-po
yA,ya-A
yAk,ya-Ak
nyA,nya-A
nyAk,nya-Ak
ar,a-r
ara,a-ra
var,va-r
vara,va-ra
ak,a-k
akr,a-kr
rak,ra-k
rakr,ra-kr
ap,a-p
apu,a-pu
Rap,Ra-p
Rapu,Ra-pu
ap,a-p
apr,a-pr
tap,ta-p
tapr,ta-pr
aS,a-S
aSa,a-Sa
daS,da-S
daSa,da-Sa
uv,u-v
uvA,u-vA
nuv,nu-v
nuvA,nu-vA
aS,a-S
aSa,a-Sa
naS,na-S
naSa,na-Sa
ag,a-g
aga,a-ga
Dag,Da-g
Daga,Da-ga
ak,a-k
aka,a-ka
Bak,Ba-k
Baka,Ba-ka
as,a-s
asa,a-sa
tas,ta-s
tasa,ta-sa
vAr,va-ar
vArT,va-arT
svAr,sva-ar
svArT,sva-arT
As,A-s
Asi,A-si
CAs,CA-s
CAsi,CA-si
tAv,ta-av
tAva,ta-ava
